sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
觀音,桃園市,32,,良好,0.4,0.15,37,35.9,16,3,6.3,7.2,0.8,7.4,71,"2024-11-21 16:00",,0.1,4.5,14,0,121.08283092,25.03556747,19
大園,桃園市,29,,良好,1.3,0.2,33.6,31.5,8,3,12.3,14.6,2.3,7.1,35,"2024-11-21 16:00",,0.1,5.5,9,1,121.20251473,25.06100357,18
桃園,桃園市,28,,良好,0.6,0.36,22,26.2,9,7,17.6,19.9,2.3,2,43,"2024-11-21 16:00",,0.3,3.2,6,0,121.30500531,24.9947107,17
大同,臺北市,57,二氧化氮,普通,0.6,,,,18,6,39,91.5,52.4,-,-,"2024-11-21 16:00",,0.9,6.9,12,0,121.51342074,25.06331455,16
松山,臺北市,35,,良好,0.7,0.24,21,23.3,14,4,21.9,26,4.1,1.2,21,"2024-11-21 16:00",,0.2,4.7,9,0,121.578611,25.05,15
古亭,臺北市,30,,良好,0.3,0.26,24.5,26.7,7,8,18,22.3,4.2,1.3,51,"2024-11-21 16:00",,0.2,3.2,5,,121.529556,25.020608,14
萬華,臺北市,32,,良好,0.7,0.28,24,23.8,6,6,19.1,21.6,2.5,2.8,95,"2024-11-21 16:00",,0.2,3.8,6,0,121.507972,25.046503,13
中山,臺北市,35,,良好,0.8,0.36,21,21.9,14,2,21.6,26.2,4.5,2,79,"2024-11-21 16:00",,0.3,3.6,7,0,121.526528,25.062361,12
士林,臺北市,30,,良好,0.4,0.26,24.5,32.1,3,3,17.7,20,2.3,2.3,155,"2024-11-21 16:00",,0.2,1.6,5,0,121.51666356,25.10334003,11
淡水,新北市,33,,良好,1.1,0.19,37.1,36.4,6,3,3.7,4.8,1.1,,,"2024-11-21 16:00",,0.1,3.1,4,0,121.449239,25.1645,10
林口,新北市,27,,良好,0.4,0.21,25.5,28.4,3,1,16.9,23.2,6.3,4.3,56,"2024-11-21 16:00",,0.1,2.4,3,0,121.36548982,25.07798949,9
菜寮,新北市,33,,良好,,0.35,23,25,4,4,20,21.3,1.3,1.3,119,"2024-11-21 16:00",,0.3,3.8,3,0,121.481028,25.06895,8
新莊,新北市,35,,良好,0.5,0.32,18.8,24.6,18,5,21.6,24.4,2.8,1.9,55,"2024-11-21 16:00",,0.2,4.6,13,0,121.4325,25.037972,7
板橋,新北市,30,,良好,0.4,,,27.3,7,2,18.4,20.8,2.4,2,101,"2024-11-21 16:00",,0.3,1.8,4,0,121.458667,25.012972,6
土城,新北市,29,,良好,,,,31.6,12,3,,,,1.6,120,"2024-11-21 16:00",,0.2,1.7,9,1,121.451861,24.982528,5
新店,新北市,27,,良好,0.6,0.26,26.7,28.2,12,8,13.9,15.5,1.6,1.2,80,"2024-11-21 16:00",,0.2,8.3,6,0,121.537778,24.977222,4
萬里,新北市,41,,良好,0.7,0.18,44.8,44.8,25,6,2.6,3,0.4,7.8,34,"2024-11-21 16:00",,0.1,5.7,24,0,121.689881,25.179667,3
汐止,新北市,30,,良好,0.4,0.18,32.8,32.1,2,7,11.3,12.7,1.4,1.6,43,"2024-11-21 16:00",,0.1,4.4,3,0,121.64081,25.06624,2
基隆,基隆市,37,,良好,0.6,0.19,41.8,40.3,4,1,3.3,4.1,0.8,1.5,80,"2024-11-21 16:00",,0.1,0.9,4,0,121.760056,25.129167,1
屏東(枋山),屏東縣,79,細懸浮微粒,普通,1.3,0.28,75,55.2,58,26,5.1,5.7,0.5,0.9,279,"2024-11-21 15:00",,0.3,26.9,52,0,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,34,,良好,0.1,0.13,39.4,37.6,5,0,3.8,4.2,0.4,2.4,58,"2024-11-21 15:00",,0.1,1.5,4,0,121.82463916,24.85366672,312
新北(樹林),新北市,37,,良好,0.8,0.32,19.7,21.8,13,4,22.3,31.9,9.5,0,184,"2024-11-21 15:00",,0.3,3,6,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,96,細懸浮微粒,普通,2.2,0.51,82.9,40.2,65,36,10.5,11.4,0.9,2.6,320,"2024-11-21 15:00",,0.4,33.8,64,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,40,,良好,,0.23,45.7,31.2,81,12,7.1,8.6,1.5,4.1,4,"2024-11-21 15:00",,0.2,12.4,40,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,60,細懸浮微粒,普通,1.3,0.27,55.7,32,51,19,9,10.4,1.4,1.1,319,"2024-11-21 15:00",,0.3,19,38,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,29,,良好,1.5,,36,31.0,22,4,8.8,10.8,2,2.5,349,"2024-11-21 15:00",,0.2,4.9,15,1,120.56373,23.96117,201
大城,彰化縣,42,,良好,1.1,0.13,48.8,45.6,19,6,0.9,3.8,2.9,9.2,44,"2024-11-21 15:00",,0.1,7.1,17,0,120.26964167,23.85493056,85
富貴角,新北市,42,,良好,0,0.15,45,45.4,32,4,1.6,1.6,0,10.9,40,"2024-11-21 15:00",,0.1,4.2,27,0,121.53656894,25.29681695,84
麥寮,雲林縣,37,,良好,,,47.1,40.6,,,,,,10.6,4,"2024-11-21 15:00",,0.1,7.8,37,2,120.251825,23.753506,83
關山,臺東縣,32,,良好,1,0.15,39.1,36.0,19,1,3.2,4.9,1.6,3.1,15,"2024-11-21 15:00",,0.1,1.8,18,0,121.161933,23.045083,80
馬公,澎湖縣,38,,良好,2,0.19,40.2,41.4,16,4,3.4,4.7,1.2,8.2,35,"2024-11-21 15:00",,0.1,4.8,14,1,119.566158,23.569031,78
金門,金門縣,21,,良好,1.3,0.28,34,21.2,9,11,9,9.8,0.8,2.7,38,"2024-11-21 15:00",,0.2,6.4,9,1,118.312256,24.432133,77
馬祖,連江縣,44,,良好,0.7,0.22,37.7,29.3,24,16,5.1,5.9,0.7,2.7,336,"2024-11-21 15:00",,0.2,13.5,20,0,119.952724,26.153736,75
埔里,南投縣,43,,良好,,,40.2,24.1,21,13,,,,2.6,286,"2024-11-21 15:00",,0.2,13.3,18,1,120.967903,23.968842,72
復興,高雄市,112,細懸浮微粒,對敏感族群不健康,0.9,0.36,66,38.2,51,36,14.1,15.4,1.2,1,275,"2024-11-21 15:00",,0.6,39.8,51,1,120.312017,22.608711,71
永和,新北市,28,,良好,1.1,0.35,23.6,26.9,8,1,17.6,23.7,6,1.6,101,"2024-11-21 15:00",,0.4,2.5,4,1,121.516306,25.017,70
竹山,南投縣,50,,良好,1.1,0.21,52.8,31.4,26,16,9.5,10.5,0.9,1.5,288,"2024-11-21 15:00",,0.2,15.4,24,1,120.677306,23.756389,69
中壢,桃園市,45,,良好,1.4,0.44,14.8,16.0,19,6,27,47.5,20.4,0.8,337,"2024-11-21 15:00",,0.4,6.8,12,0,121.221667,24.953278,68
三重,新北市,55,二氧化氮,普通,0.8,0.96,7.7,7.9,9,6,37.1,99.6,62.4,-,-,"2024-11-21 15:00",,0.9,3.7,8,0,121.493806,25.072611,67
冬山,宜蘭縣,31,,良好,0.4,0.19,32.9,34.2,4,1,10.5,12.2,1.6,1.1,15,"2024-11-21 15:00",,0.1,0.3,1,0,121.792928,24.632203,66
宜蘭,宜蘭縣,31,,良好,0.4,0.21,36.7,34.8,5,2,4.9,6.3,1.3,1.1,72,"2024-11-21 15:00",,0.2,2.3,3,0,121.746394,24.747917,65
陽明,臺北市,39,,良好,0.7,0.18,42.9,42.1,2,0,0.7,1,0.3,2.4,360,"2024-11-21 15:00",,0.1,0.5,2,0,121.529583,25.182722,64
花蓮,花蓮縣,36,,良好,1.4,0.2,,39.2,16,,3.6,4.4,0.7,2.8,79,"2024-11-21 15:00",,0.2,0.5,13,1,121.599769,23.971306,63
臺東,臺東縣,33,,良好,1.4,0.16,44.3,36.9,27,5,2.6,3.7,1.1,3.7,1,"2024-11-21 15:00",,0.2,3,22,1,121.15045,22.755358,62
恆春,屏東縣,39,,良好,0.4,0.13,47.1,42.6,10,6,1.1,1.7,0.5,8.4,22,"2024-11-21 15:00",,0.1,3.9,8,0,120.788928,21.958069,61
潮州,屏東縣,146,細懸浮微粒,對敏感族群不健康,,,111.6,68.3,,87,,,,2.1,174,"2024-11-21 15:00",,0.5,53,70,1,120.561175,22.523108,60
屏東,屏東縣,72,細懸浮微粒,普通,0.8,0.32,64.2,39.6,47,24,5.7,6.7,1,2.2,307,"2024-11-21 15:00",,0.3,23.9,49,1,120.488033,22.673081,59
小港,高雄市,91,細懸浮微粒,普通,1.3,0.39,76.6,32.8,56,32,14.2,15.3,1.1,2.6,306,"2024-11-21 15:00",,0.6,31.6,58,2,120.337736,22.565833,58
前鎮,高雄市,104,細懸浮微粒,對敏感族群不健康,0.8,0.36,66.9,38.7,65,37,12.1,13.7,1.6,2.7,1,"2024-11-21 15:00",,0.5,36.8,59,1,120.30833356,22.6044507,57
前金,高雄市,88,細懸浮微粒,普通,,,,,,,,,,,,"2024-11-21 15:00",,0.4,30.5,72,1,120.28676111,22.63390278,56
左營,高雄市,83,細懸浮微粒,普通,1.4,0.35,70.9,39.0,59,30,10.1,11.3,1.2,2.6,10,"2024-11-21 15:00",,0.4,28.5,56,1,120.292917,22.674861,54
楠梓,高雄市,83,細懸浮微粒,普通,1.5,0.3,66.7,36.1,47,33,10.7,11.7,0.9,1.9,338,"2024-11-21 15:00",,0.3,28.4,48,1,120.328289,22.733667,53
林園,高雄市,118,細懸浮微粒,對敏感族群不健康,3,0.37,78.6,46.8,52,34,13.6,14.2,0.6,2.3,229,"2024-11-21 15:00",,0.5,42.2,71,3,120.41175,22.4795,52
大寮,高雄市,111,細懸浮微粒,對敏感族群不健康,1.4,0.36,80.8,45.8,49,45,15.5,16.4,0.8,1.3,348,"2024-11-21 15:00",,0.5,39.2,46,2,120.425311,22.56413611,51
鳳山,高雄市,103,細懸浮微粒,對敏感族群不健康,1.6,0.58,69.9,38.2,61,39,19.3,21.4,2,1.6,279,"2024-11-21 15:00",,0.7,36.1,59,2,120.357422,22.628126,50
仁武,高雄市,97,細懸浮微粒,普通,1.2,0.32,69.9,37.2,43,35,11.1,12,0.9,2.9,340,"2024-11-21 15:00",,0.5,34.2,50,1,120.332631,22.689056,49
橋頭,高雄市,84,細懸浮微粒,普通,1.4,0.29,62.9,35.5,45,29,12.6,13.5,0.8,2.2,355,"2024-11-21 15:00",,0.3,28.7,46,1,120.305689,22.757506,48
美濃,高雄市,48,,良好,1.3,0.3,56.9,31.9,44,18,6.1,7.4,1.2,1.9,299,"2024-11-21 15:00",,0.3,14.7,35,1,120.530542,22.883583,47
臺南,臺南市,53,細懸浮微粒,普通,1.2,0.24,56.5,36.0,77,24,7.7,9.5,1.7,3.5,359,"2024-11-21 15:00",,0.2,16.2,39,1,120.21947897,22.98928311,46
安南,臺南市,52,細懸浮微粒,普通,1.6,0.23,54.7,36.2,82,17,5.7,6.3,0.6,3.8,322,"2024-11-21 15:00",,0.2,15.8,44,1,120.2175,23.048197,45
善化,臺南市,58,細懸浮微粒,普通,1.4,0.21,54.8,34.7,75,25,6.9,7.9,1,3.9,351,"2024-11-21 15:00",,0.2,18.2,39,1,120.29740529,23.11337642,44
新營,臺南市,52,細懸浮微粒,普通,1.7,0.26,,33.2,80,,8.6,11.3,2.7,3.6,1,"2024-11-21 15:00",,0.2,15.8,47,1,120.31725,23.305633,43
嘉義,嘉義市,52,細懸浮微粒,普通,1.8,0.26,52.5,32.1,27,17,9,10.6,1.5,3.7,358,"2024-11-21 15:00",,0.2,16,28,3,120.44125148,23.46477865,42
臺西,雲林縣,39,,良好,0.6,0.17,47.1,42.3,29,6,3.1,3.5,0.4,11.1,24,"2024-11-21 15:00",,0.1,6.3,28,0,120.19933333,23.702175,41
朴子,嘉義縣,58,懸浮微粒,普通,2.5,0.19,45.8,37.5,87,9,5.8,7.1,1.3,3.5,352,"2024-11-21 15:00",,0.2,7.9,58,1,120.2478,23.46538,40
新港,嘉義縣,71,懸浮微粒,普通,2.6,0.23,44.2,39.4,195,20,7.7,9.1,1.3,4.4,344,"2024-11-21 15:00",,0.2,13,71,1,120.345531,23.554839,39
崙背,雲林縣,101,懸浮微粒,對敏感族群不健康,1.9,0.26,37.4,34.8,260,22,7.7,9.4,1.7,2.8,358,"2024-11-21 15:00",,0.2,14.8,102,1,120.348742,23.757547,38
斗六,雲林縣,39,,良好,1.6,0.22,48.7,36.4,26,11,8.8,10.8,2,3.5,348,"2024-11-21 15:00",,0.2,12,22,1,120.544994,23.711853,37
南投,南投縣,29,,良好,1.8,0.24,38.2,31.7,23,7,11.1,13.6,2.4,2,5,"2024-11-21 15:00",,0.3,8.1,21,1,120.685306,23.913,36
二林,彰化縣,22,,良好,1.6,0.23,8.4,18.0,37,6,6.7,8.9,2.2,5.7,19,"2024-11-21 15:00",,0.2,6.3,22,1,120.409653,23.925175,35
線西,彰化縣,32,,良好,1.1,0.19,39.3,35.4,21,7,7,9.2,2.1,7.9,29,"2024-11-21 15:00",,0.2,4.7,19,1,120.469061,24.131672,34
彰化,彰化縣,25,,良好,0.6,0.2,32.9,27.7,24,7,10.1,14.8,4.7,4.3,26,"2024-11-21 15:00",,0.2,5.3,15,0,120.541519,24.066,33
西屯,臺中市,29,,良好,,0.18,33.8,31.8,26,6,,,,5.6,10,"2024-11-21 15:00",,0.1,5.8,15,1,120.616917,24.162197,32
忠明,臺中市,25,,良好,1.3,0.23,31.5,27.4,10,6,9.6,13.6,3.9,3,318,"2024-11-21 15:00",,0.2,5,11,1,120.641092,24.151958,31
大里,臺中市,25,,良好,0.9,0.23,33.3,27.1,15,7,7.4,10.2,2.7,3.4,339,"2024-11-21 15:00",,0.2,5.2,12,1,120.67844444,24.09961111,30
沙鹿,臺中市,31,,良好,1.1,0.18,35.5,33.4,11,5,6.2,7.7,1.5,5.3,33,"2024-11-21 15:00",,0.1,5.6,11,1,120.568794,24.225628,29
豐原,臺中市,8,,良好,1.1,0.2,,,11,1,5.2,7.3,2.1,2.6,3,"2024-11-21 15:00",,0.2,1.5,6,1,120.74252414,24.25699731,28
三義,苗栗縣,26,,良好,0.9,0.18,28.5,28.0,3,4,6.7,8.1,1.3,7.1,17,"2024-11-21 15:00",,0.1,4.4,3,1,120.75956754,24.38248443,27
苗栗,苗栗縣,29,,良好,1.3,0.19,32.9,31.4,8,4,8.1,9.8,1.7,5,19,"2024-11-21 15:00",,0.1,4.5,4,1,120.82011468,24.56499183,26
頭份,苗栗縣,31,,良好,1.3,0.19,34.4,33.2,13,5,7.5,9.9,2.4,2.3,32,"2024-11-21 15:00",,0.2,4.1,7,1,120.89869286,24.69690679,25
新竹,新竹市,31,,良好,1.2,0.2,34.7,33.4,5,2,7.7,9.3,1.6,3.8,36,"2024-11-21 15:00",,0.2,1.4,5,1,120.97236752,24.8056356,24
竹東,新竹縣,33,,良好,0.6,0.14,38.3,36.9,2,2,3.3,4.2,0.8,4.8,35,"2024-11-21 15:00",,0.1,1.6,2,0,121.08895493,24.74091408,23
湖口,新竹縣,31,,良好,1.5,0.17,34.5,34.8,6,3,7.7,9.9,2.1,5.2,47,"2024-11-21 15:00",,0.1,1.9,7,1,121.03886894,24.90009696,22
龍潭,桃園市,29,,良好,0.7,0.21,30.6,31.2,0,2,10.3,12.6,2.3,4.7,56,"2024-11-21 15:00",,0.2,2.8,6,0,121.21645772,24.86400048,21
平鎮,桃園市,32,,良好,0.8,0.34,21.7,25.5,9,5,19.4,22.2,2.8,2.5,69,"2024-11-21 15:00",,0.2,3.7,6,0,121.203986,24.952786,20
觀音,桃園市,32,,良好,0.4,0.14,34.8,35.8,12,3,6.3,7.2,0.9,6.4,66,"2024-11-21 15:00",,0.1,4.7,12,0,121.08283092,25.03556747,19
大園,桃園市,29,,良好,1.7,0.21,30.6,31.9,10,6,16.4,19.1,2.7,5.6,49,"2024-11-21 15:00",,0.1,6.3,10,1,121.20251473,25.06100357,18
桃園,桃園市,24,,良好,0.8,,26.5,26.7,9,6,,,,1.8,47,"2024-11-21 15:00",,0.3,2.5,6,0,121.30500531,24.9947107,17
大同,臺北市,54,二氧化氮,普通,0.5,0.93,,10.4,15,,35.3,82,46.6,-,-,"2024-11-21 15:00",,0.9,7.4,11,0,121.51342074,25.06331455,16
松山,臺北市,37,,良好,0.8,0.24,19.9,23.7,11,5,22.2,27.1,4.9,1.9,21,"2024-11-21 15:00",,0.2,5,8,0,121.578611,25.05,15
古亭,臺北市,25,,良好,0.4,0.27,25.9,27.2,11,1,14.6,17.3,2.7,1.5,56,"2024-11-21 15:00",,0.2,2.2,5,,121.529556,25.020608,14
萬華,臺北市,32,,良好,0.8,0.29,21.6,23.8,6,4,19.7,22.9,3.1,2.3,96,"2024-11-21 15:00",,0.2,3.2,6,0,121.507972,25.046503,13
中山,臺北市,33,,良好,0.8,0.35,21.4,21.9,11,5,20.8,26.1,5.2,2.1,81,"2024-11-21 15:00",,0.3,3.7,5,0,121.526528,25.062361,12
士林,臺北市,31,,良好,0.3,0.24,27.1,34.7,4,2,13.6,15.5,1.8,0.7,211,"2024-11-21 15:00",,0.2,1.5,6,0,121.51666356,25.10334003,11
淡水,新北市,33,,良好,1.1,0.19,36.9,36.4,6,3,3.8,5,1.1,3.7,20,"2024-11-21 15:00",,0.1,3.3,4,0,121.449239,25.1645,10
林口,新北市,27,,良好,0.3,0.2,25.5,29.3,5,3,16.1,20.9,4.8,3.4,45,"2024-11-21 15:00",,0.1,3,2,0,121.36548982,25.07798949,9
菜寮,新北市,23,,良好,,,27.2,25.4,,4,,,,1.5,82,"2024-11-21 15:00",,0.3,3.7,3,0,121.481028,25.06895,8
新莊,新北市,25,,良好,0.6,0.28,25.4,25.7,18,7,15.9,18.4,2.5,2.6,78,"2024-11-21 15:00",,0.2,4.4,12,0,121.4325,25.037972,7
板橋,新北市,32,,良好,0.3,,,28.1,,2,19,21.9,2.9,1.5,117,"2024-11-21 15:00",,0.3,1.4,4,0,121.458667,25.012972,6
土城,新北市,29,,良好,1.1,0.24,30.6,31.6,14,3,12.2,13.3,1.1,1.3,123,"2024-11-21 15:00",,0.2,1.5,8,1,121.451861,24.982528,5
新店,新北市,27,,良好,0.8,0.25,26.3,28.2,7,7,12.9,14.3,1.3,0.6,5,"2024-11-21 15:00",,0.2,8.3,5,0,121.537778,24.977222,4
萬里,新北市,41,,良好,0.6,0.17,45.8,44.8,28,5,2.6,3.4,0.8,9,35,"2024-11-21 15:00",,0.1,5.3,24,0,121.689881,25.179667,3
汐止,新北市,30,,良好,1.1,0.17,30.8,32.1,3,8,13.4,15.4,2,1.8,61,"2024-11-21 15:00",,0.1,3.7,3,0,121.64081,25.06624,2
基隆,基隆市,36,,良好,0.6,0.18,41.1,40.0,3,0,3.4,4.1,0.7,1.4,80,"2024-11-21 15:00",,0.1,0.9,4,0,121.760056,25.129167,1
屏東(枋山),屏東縣,79,細懸浮微粒,普通,1.3,0.28,75,55.2,58,26,5.1,5.7,0.5,0.9,279,"2024-11-21 15:00",,0.3,26.9,52,0,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,34,,良好,0.1,0.13,39.4,37.6,5,0,3.8,4.2,0.4,2.4,58,"2024-11-21 15:00",,0.1,1.5,4,0,121.82463916,24.85366672,312
新北(樹林),新北市,37,,良好,0.8,0.32,19.7,21.8,13,4,22.3,31.9,9.5,0,184,"2024-11-21 15:00",,0.3,3,6,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,96,細懸浮微粒,普通,2.2,0.51,82.9,40.2,65,36,10.5,11.4,0.9,2.6,320,"2024-11-21 15:00",,0.4,33.8,64,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,40,,良好,,0.23,45.7,31.2,81,12,7.1,8.6,1.5,4.1,4,"2024-11-21 15:00",,0.2,12.4,40,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,60,細懸浮微粒,普通,1.3,0.27,55.7,32,51,19,9,10.4,1.4,1.1,319,"2024-11-21 15:00",,0.3,19,38,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,29,,良好,1.5,,36,31.0,22,4,8.8,10.8,2,2.5,349,"2024-11-21 15:00",,0.2,4.9,15,1,120.56373,23.96117,201
大城,彰化縣,42,,良好,1.1,0.13,48.8,45.6,19,6,0.9,3.8,2.9,9.2,44,"2024-11-21 15:00",,0.1,7.1,17,0,120.26964167,23.85493056,85
富貴角,新北市,42,,良好,0,0.15,45,45.4,32,4,1.6,1.6,0,10.9,40,"2024-11-21 15:00",,0.1,4.2,27,0,121.53656894,25.29681695,84
麥寮,雲林縣,37,,良好,,,47.1,40.6,,,,,,10.6,4,"2024-11-21 15:00",,0.1,7.8,37,2,120.251825,23.753506,83
關山,臺東縣,32,,良好,1,0.15,39.1,36.0,19,1,3.2,4.9,1.6,3.1,15,"2024-11-21 15:00",,0.1,1.8,18,0,121.161933,23.045083,80
馬公,澎湖縣,38,,良好,2,0.19,40.2,41.4,16,4,3.4,4.7,1.2,8.2,35,"2024-11-21 15:00",,0.1,4.8,14,1,119.566158,23.569031,78
金門,金門縣,21,,良好,1.3,0.28,34,21.2,9,11,9,9.8,0.8,2.7,38,"2024-11-21 15:00",,0.2,6.4,9,1,118.312256,24.432133,77
馬祖,連江縣,44,,良好,0.7,0.22,37.7,29.3,24,16,5.1,5.9,0.7,2.7,336,"2024-11-21 15:00",,0.2,13.5,20,0,119.952724,26.153736,75
埔里,南投縣,43,,良好,,,40.2,24.1,21,13,,,,2.6,286,"2024-11-21 15:00",,0.2,13.3,18,1,120.967903,23.968842,72
復興,高雄市,112,細懸浮微粒,對敏感族群不健康,0.9,0.36,66,38.2,51,36,14.1,15.4,1.2,1,275,"2024-11-21 15:00",,0.6,39.8,51,1,120.312017,22.608711,71
永和,新北市,28,,良好,1.1,0.35,23.6,26.9,8,1,17.6,23.7,6,1.6,101,"2024-11-21 15:00",,0.4,2.5,4,1,121.516306,25.017,70
竹山,南投縣,50,,良好,1.1,0.21,52.8,31.4,26,16,9.5,10.5,0.9,1.5,288,"2024-11-21 15:00",,0.2,15.4,24,1,120.677306,23.756389,69
中壢,桃園市,45,,良好,1.4,0.44,14.8,16.0,19,6,27,47.5,20.4,0.8,337,"2024-11-21 15:00",,0.4,6.8,12,0,121.221667,24.953278,68
三重,新北市,55,二氧化氮,普通,0.8,0.96,7.7,7.9,9,6,37.1,99.6,62.4,-,-,"2024-11-21 15:00",,0.9,3.7,8,0,121.493806,25.072611,67
冬山,宜蘭縣,31,,良好,0.4,0.19,32.9,34.2,4,1,10.5,12.2,1.6,1.1,15,"2024-11-21 15:00",,0.1,0.3,1,0,121.792928,24.632203,66
宜蘭,宜蘭縣,31,,良好,0.4,0.21,36.7,34.8,5,2,4.9,6.3,1.3,1.1,72,"2024-11-21 15:00",,0.2,2.3,3,0,121.746394,24.747917,65
陽明,臺北市,39,,良好,0.7,0.18,42.9,42.1,2,0,0.7,1,0.3,,,"2024-11-21 15:00",,0.1,0.5,2,0,121.529583,25.182722,64
花蓮,花蓮縣,36,,良好,1.4,0.2,,39.2,16,,3.6,4.4,0.7,2.8,79,"2024-11-21 15:00",,0.2,0.5,13,1,121.599769,23.971306,63
臺東,臺東縣,33,,良好,1.4,0.16,44.3,36.9,27,5,2.6,3.7,1.1,3.7,1,"2024-11-21 15:00",,0.2,3,22,1,121.15045,22.755358,62
恆春,屏東縣,39,,良好,0.4,0.13,47.1,42.6,10,6,1.1,1.7,0.5,8.4,22,"2024-11-21 15:00",,0.1,3.9,8,0,120.788928,21.958069,61
潮州,屏東縣,146,細懸浮微粒,對敏感族群不健康,,,111.6,68.3,,87,,,,2.1,174,"2024-11-21 15:00",,0.5,53,70,1,120.561175,22.523108,60
屏東,屏東縣,72,細懸浮微粒,普通,0.8,0.32,64.2,39.6,47,24,5.7,6.7,1,2.2,307,"2024-11-21 15:00",,0.3,23.9,49,1,120.488033,22.673081,59
小港,高雄市,91,細懸浮微粒,普通,1.3,0.39,76.6,32.8,56,32,14.2,15.3,1.1,2.6,306,"2024-11-21 15:00",,0.6,31.6,58,2,120.337736,22.565833,58
前鎮,高雄市,104,細懸浮微粒,對敏感族群不健康,0.8,0.36,66.9,38.7,65,37,12.1,13.7,1.6,2.7,1,"2024-11-21 15:00",,0.5,36.8,59,1,120.30833356,22.6044507,57
前金,高雄市,88,細懸浮微粒,普通,,,,,,,,,,,,"2024-11-21 15:00",,0.4,30.5,72,1,120.28676111,22.63390278,56
左營,高雄市,83,細懸浮微粒,普通,1.4,0.35,70.9,39.0,59,30,10.1,11.3,1.2,2.6,10,"2024-11-21 15:00",,0.4,28.5,56,1,120.292917,22.674861,54
楠梓,高雄市,83,細懸浮微粒,普通,1.5,0.3,66.7,36.1,47,33,10.7,11.7,0.9,1.9,338,"2024-11-21 15:00",,0.3,28.4,48,1,120.328289,22.733667,53
林園,高雄市,118,細懸浮微粒,對敏感族群不健康,3,0.37,78.6,46.8,52,34,13.6,14.2,0.6,2.3,229,"2024-11-21 15:00",,0.5,42.2,71,3,120.41175,22.4795,52
大寮,高雄市,111,細懸浮微粒,對敏感族群不健康,1.4,0.36,80.8,45.8,49,45,15.5,16.4,0.8,1.3,348,"2024-11-21 15:00",,0.5,39.2,46,2,120.425311,22.56413611,51
鳳山,高雄市,103,細懸浮微粒,對敏感族群不健康,1.6,0.58,69.9,38.2,61,39,19.3,21.4,2,1.6,279,"2024-11-21 15:00",,0.7,36.1,59,2,120.357422,22.628126,50
仁武,高雄市,97,細懸浮微粒,普通,1.2,0.32,69.9,37.2,43,35,11.1,12,0.9,2.9,340,"2024-11-21 15:00",,0.5,34.2,50,1,120.332631,22.689056,49
橋頭,高雄市,84,細懸浮微粒,普通,1.4,0.29,62.9,35.5,45,29,12.6,13.5,0.8,2.2,355,"2024-11-21 15:00",,0.3,28.7,46,1,120.305689,22.757506,48
美濃,高雄市,48,,良好,1.3,0.3,56.9,31.9,44,18,6.1,7.4,1.2,1.9,299,"2024-11-21 15:00",,0.3,14.7,35,1,120.530542,22.883583,47
臺南,臺南市,53,細懸浮微粒,普通,1.2,0.24,56.5,36.0,77,24,7.7,9.5,1.7,3.5,359,"2024-11-21 15:00",,0.2,16.2,39,1,120.21947897,22.98928311,46
安南,臺南市,52,細懸浮微粒,普通,1.6,0.23,54.7,36.2,82,17,5.7,6.3,0.6,3.8,322,"2024-11-21 15:00",,0.2,15.8,44,1,120.2175,23.048197,45
善化,臺南市,58,細懸浮微粒,普通,1.4,0.21,54.8,34.7,75,25,6.9,7.9,1,3.9,351,"2024-11-21 15:00",,0.2,18.2,39,1,120.29740529,23.11337642,44
新營,臺南市,52,細懸浮微粒,普通,1.7,0.26,,33.2,80,,8.6,11.3,2.7,3.6,1,"2024-11-21 15:00",,0.2,15.8,47,1,120.31725,23.305633,43
嘉義,嘉義市,52,細懸浮微粒,普通,1.8,0.26,52.5,32.1,27,17,9,10.6,1.5,3.7,358,"2024-11-21 15:00",,0.2,16,28,3,120.44125148,23.46477865,42
臺西,雲林縣,39,,良好,0.6,0.17,47.1,42.3,29,6,3.1,3.5,0.4,11.1,24,"2024-11-21 15:00",,0.1,6.3,28,0,120.19933333,23.702175,41
朴子,嘉義縣,58,懸浮微粒,普通,2.5,0.19,45.8,37.5,87,9,5.8,7.1,1.3,3.5,352,"2024-11-21 15:00",,0.2,7.9,58,1,120.2478,23.46538,40
新港,嘉義縣,71,懸浮微粒,普通,2.6,0.23,44.2,39.4,195,20,7.7,9.1,1.3,4.4,344,"2024-11-21 15:00",,0.2,13,71,1,120.345531,23.554839,39
崙背,雲林縣,101,懸浮微粒,對敏感族群不健康,1.9,0.26,37.4,34.8,260,22,7.7,9.4,1.7,2.8,358,"2024-11-21 15:00",,0.2,14.8,102,1,120.348742,23.757547,38
